"","X","age","agency1","agency2","agency3","agency4","agency5","agency6","agency7","artKnowledge","attCheck","controlQ1","controlQ2","controlQ3","controlQ4","controlQ5","controlQ6","csKnowledge","education","gender","img0","img0ChangedEval","img0FirstEval","img0LastEval","img1","img1ChangedEval","img1FirstEval","img1LastEval","img2","img2ChangedEval","img2FirstEval","img2LastEval","img3","img3ChangedEval","img3FirstEval","img3LastEval","img4","img4ChangedEval","img4FirstEval","img4LastEval","img5","img5ChangedEval","img5FirstEval","img5LastEval","img6","img6ChangedEval","img6FirstEval","img6LastEval","img7","img7ChangedEval","img7FirstEval","img7LastEval","img8","img8ChangedEval","img8FirstEval","img8LastEval","img9","img9ChangedEval","img9FirstEval","img9LastEval","income","moral1","moral2","moral3","moral4","moral5","moral6","patiency1","patiency2","patiency3","patiency4","patiency5","patiency6","patiency7","politics","previousStudy","priceTreatment","prolificId","race","sessionId","studyId","times","treatment","attCheckEnd","consentEnd","demographicsEnd","introEnd","study0End","study1End","study2End","studyEnd","openEnded","condition","agency1V","agency2V","agency3V","agency4V","agency5V","agency6V","agency7V","patiency1V","patiency2V","patiency3V","patiency4V","patiency5V","patiency6V","patiency7V","moral1V","moral2V","moral3V","moral4V","moral5V","moral6V","agencyV","patiencyV","moralV","artV","img0changeEvalTmp","img0initialEvalTmp","img0finalEvalTmp","img1changeEvalTmp","img1initialEvalTmp","img1finalEvalTmp","img2changeEvalTmp","img2initialEvalTmp","img2finalEvalTmp","img3changeEvalTmp","img3initialEvalTmp","img3finalEvalTmp","img4changeEvalTmp","img4initialEvalTmp","img4finalEvalTmp","img5changeEvalTmp","img5initialEvalTmp","img5finalEvalTmp","img6changeEvalTmp","img6initialEvalTmp","img6finalEvalTmp","img7changeEvalTmp","img7initialEvalTmp","img7finalEvalTmp","img8changeEvalTmp","img8initialEvalTmp","img8finalEvalTmp","img9changeEvalTmp","img9initialEvalTmp","img9finalEvalTmp","img8changeEvalV","img8initialEvalV","img8finalEvalV","img10changeEvalV","img10initialEvalV","img10finalEvalV","img3changeEvalV","img3initialEvalV","img3finalEvalV","img4changeEvalV","img4initialEvalV","img4finalEvalV","img5changeEvalV","img5initialEvalV","img5finalEvalV","img6changeEvalV","img6initialEvalV","img6finalEvalV","img1changeEvalV","img1initialEvalV","img1finalEvalV","img9changeEvalV","img9initialEvalV","img9finalEvalV","img7changeEvalV","img7initialEvalV","img7finalEvalV","img2changeEvalV","img2initialEvalV","img2finalEvalV","initEvalV","finalEvalV","changeEvalV","control1V","control2V","control3V","control4V","control5V","control6V","control","ageV"
"128",154,1992,"Slightly","Slightly","Somewhat","Somewhat","Slightly","Somewhat","Moderately","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","No","Bachelor's degree or lower","Female",7,"False",-1,800,2,"False",-1,500,10,"False",-1,1000,3,"False",-1,300,8,"False",-1,800,9,"False",-1,700,1,"False",-1,500,4,"False",-1,700,5,"False",-1,800,6,"False",-1,800,"$60,000-$79,999","Not at all","Slightly","Somewhat","Slightly","Slightly","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Min","5eacea63b101ad374d12a8a9","Caucasian","605ab876ccbbd63263ba3035","605990fadf3c32e5e48028c8","{'attCheckEnd': 201412, 'consentEnd': 9350, 'demographicsEnd': 255466, 'introEnd': 30925, 'study0End': 137995, 'study1End': 158630, 'study2End': 177772, 'studyEnd': 191004}","post",201412,9350,255466,30925,137995,158630,177772,191004,"I was impressed by them. They were nice images","Min",1,1,2,2,1,2,3,0,0,0,0,0,0,0,0,1,2,1,1,1,1.5,0,1,1.5,0,800,800,0,500,500,0,1000,1000,0,300,300,0,800,800,0,700,700,0,500,500,0,700,700,0,800,800,0,800,800,0,800,800,0,1000,1000,0,300,300,0,700,700,0,800,800,0,800,800,0,500,500,0,700,700,0,800,800,0,500,500,690,690,0,0,0,0,1,0,0,0.166666666666667,29
"129",155,1988,"Slightly","Moderately","Somewhat","Moderately","Not at all","Moderately","Extremely","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Somewhat Agree","No","Bachelor's degree or lower","Female",9,"True",2500,500,6,"False",2500,1500,5,"False",2500,1000,3,"False",2500,500,1,"False",2500,800,7,"False",2500,200,2,"False",2500,500,8,"False",2500,800,10,"False",2500,1000,4,"False",2500,800,"Prefer not to respond","Not at all","Not at all","Somewhat","Moderately","Moderately","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Liberal","No","Min","5eaf76ae6665cc671414ab73","Hispanic","6059bb9e2841ffd8a719358f","605990fadf3c32e5e48028c8","{'attCheckEnd': 478320, 'consentEnd': 20783, 'demographicsEnd': 571945, 'introEnd': 91499, 'study0End': 348031, 'study1End': 381737, 'study2End': 419475, 'studyEnd': 464188}","post",478320,20783,571945,91499,348031,381737,419475,464188,"The images were similar to those produced by artists. They weren't perfect which gave them character. I suppose the AI is reproducing human error. They were appealing. I preferred the ones with more color. I would definitely be interested in owning one if they were to be produced on a canvas with paint so it would have texture rather than a simple print.","Min",1,3,2,3,0,3,4,0,0,0,0,0,0,1,0,0,2,3,3,0,2,0,1.33333333333333,2.5,-2000,2500,500,0,1500,1500,0,1000,1000,0,500,500,0,800,800,0,200,200,0,500,500,0,800,800,0,1000,1000,0,800,800,0,800,800,0,1000,1000,0,500,500,0,800,800,0,1000,1000,0,1500,1500,0,800,800,-2000,2500,500,0,200,200,0,500,500,960,760,-200,0,0,1,0,0,3,0.666666666666667,33
"130",156,1978,"Moderately","Moderately","Moderately","Extremely","Somewhat","Extremely","Extremely","No","Strongly Agree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","No","Bachelor's degree or lower","Male",2,"True",1000,1500,5,"False",1000,800,3,"True",1100,1400,4,"False",1100,1400,6,"False",1100,1700,10,"True",1000,1200,8,"True",2200,2000,1,"True",1600,1300,9,"False",1600,900,7,"True",700,1000,"$40,000-$59,999","Not at all","Not at all","Slightly","Slightly","Moderately","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat","Conservative","No","Mean","5eb52896e034073a7b8aa981","Caucasian","605d22b114cc1d46b5d35e7b","605990fadf3c32e5e48028c8","{'attCheckEnd': 312441, 'consentEnd': 11124, 'demographicsEnd': 358577, 'introEnd': 73139, 'study0End': 102963, 'study1End': 124315, 'study2End': 140691, 'studyEnd': 302061}","pre",312441,11124,358577,73139,102963,124315,140691,302061,"","Pre",3,3,3,4,2,4,4,0,0,0,0,0,0,2,0,0,1,1,3,0,3.16666666666667,0,0.833333333333333,3,500,1000,1500,0,800,800,300,1100,1400,0,1400,1400,0,1700,1700,200,1000,1200,-200,2200,2000,-300,1600,1300,0,900,900,300,700,1000,-200,2200,2000,200,1000,1200,300,1100,1400,0,1400,1400,0,800,800,0,1700,1700,-300,1600,1300,0,900,900,300,700,1000,500,1000,1500,1240,1320,80,1,1,2,2,1,1,1.33333333333333,43
"131",157,2002,"Slightly","Somewhat","Somewhat","Somewhat","Somewhat","Slightly","Somewhat","No","Strongly Disagree","Neither Agree nor Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","No","Some college","Female",6,"False",-1,6100,7,"False",-1,7600,2,"False",-1,6100,9,"False",-1,8100,10,"False",-1,7400,4,"False",-1,6400,5,"False",-1,5700,3,"False",-1,4900,1,"False",-1,6500,8,"False",-1,6000,"$20,000-$39,999","Somewhat","Somewhat","Slightly","Somewhat","Slightly","Somewhat","Somewhat","Somewhat","Slightly","Slightly","Somewhat","Slightly","Somewhat","Somewhat liberal","No","Max","5eb76a83ea17ff68dac3aa59","Asian","605a97d49ef59e2164f86adb","605990fadf3c32e5e48028c8","{'attCheckEnd': 1588525, 'consentEnd': 1766, 'demographicsEnd': 1618315, 'introEnd': 19594, 'study0End': 1369142, 'study1End': 1427479, 'study2End': 1518272, 'studyEnd': 1580281}","post",1588525,1766,1618315,19594,1369142,1427479,1518272,1580281,"","Max",1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,1,2,1.66666666666667,1.5,1.66666666666667,2,0,6100,6100,0,7600,7600,0,6100,6100,0,8100,8100,0,7400,7400,0,6400,6400,0,5700,5700,0,4900,4900,0,6500,6500,0,6000,6000,0,6000,6000,0,7400,7400,0,4900,4900,0,6400,6400,0,5700,5700,0,6100,6100,0,6500,6500,0,8100,8100,0,7600,7600,0,6100,6100,6480,6480,0,2,1,2,1,1,2,1.5,19
"132",158,1984,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","No","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Yes","Associate degree or lower","Male",3,"False",-1,0,1,"False",-1,0,2,"False",-1,0,5,"False",-1,0,8,"False",-1,0,4,"False",-1,0,7,"False",-1,0,9,"False",-1,0,10,"False",-1,0,6,"False",-1,0,"$40,000-$59,999","Not at all","Not at all","Somewhat","Not at all","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderate","No","Mean","5eb81d360943fe74d6aba62b","Other","605ab7f6b3554e3d770cd862","605990fadf3c32e5e48028c8","{'attCheckEnd': 256241, 'consentEnd': 23409, 'demographicsEnd': 317532, 'introEnd': 44225, 'study0End': 140720, 'study1End': 156411, 'study2End': 207959, 'studyEnd': 243810}","post",256241,23409,317532,44225,140720,156411,207959,243810,"I think that the images appear as though they were done by a talented artist. The AI therefore gives me the impression that it was well-designed and implemented.","Median",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0.666666666666667,37
"133",160,1992,"Moderately","Somewhat","Somewhat","Somewhat","Moderately","Somewhat","Moderately","No","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Somewhat Disagree","Somewhat Disagree","No","Graduate degree","Female",6,"True",1300,400,3,"True",600,600,5,"False",600,500,8,"False",600,900,4,"False",600,400,9,"False",600,1300,10,"False",600,500,1,"True",1100,400,7,"False",1100,400,2,"True",1100,700,"$20,000-$39,999","Moderately","Somewhat","Moderately","Somewhat","Moderately","Moderately","Somewhat","Somewhat","Somewhat","Moderately","Moderately","Somewhat","Moderately","Somewhat liberal","No","Min","5ec117b8ddad5c52eb0e0e73","Asian","6059a9a289351d52e3bda6fc","605990fadf3c32e5e48028c8","{'attCheckEnd': 189169, 'consentEnd': 2858, 'demographicsEnd': 227177, 'introEnd': 15098, 'study0End': 144361, 'study1End': 155249, 'study2End': 169026, 'studyEnd': 181682}","post",189169,2858,227177,15098,144361,155249,169026,181682,"Actually pretty paintings, I liked some of them a lot ","Min",3,2,2,2,3,2,3,2,2,2,3,3,2,3,3,2,3,2,3,3,2.33333333333333,2.33333333333333,2.66666666666667,3,-900,1300,400,0,600,600,0,500,500,0,900,900,0,400,400,0,1300,1300,0,500,500,-700,1100,400,0,400,400,-400,1100,700,0,900,900,0,500,500,0,600,600,0,400,400,0,500,500,-900,1300,400,-700,1100,400,0,1300,1300,0,400,400,-400,1100,700,810,610,-200,1,1,1,2,1,1,1.16666666666667,29
"134",161,2000,"Not at all","Not at all","Somewhat","Somewhat","Somewhat","Somewhat","Slightly","Yes","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","No","Some college","Male",2,"True",4900,3800,3,"False",4900,2200,9,"False",4900,5500,6,"True",1600,2300,5,"False",1600,1200,1,"False",1600,3600,8,"False",1600,2700,10,"True",1000,1500,4,"False",1000,1600,7,"False",1000,1400,"$80,000-$99,999","Not at all","Not at all","Slightly","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderately","Liberal","No","Mean","5ec4feee144f4f40ecc6d880","Asian","605ab88b68153f74602023d8","605990fadf3c32e5e48028c8","{'attCheckEnd': 188055, 'consentEnd': 4470, 'demographicsEnd': 256293, 'introEnd': 22268, 'study0End': 127705, 'study1End': 147947, 'study2End': 163367, 'studyEnd': 181441}","post",188055,4470,256293,22268,127705,147947,163367,181441,"","Median",0,0,2,2,2,2,1,0,0,0,0,0,0,3,0,0,1,1,0,0,1.33333333333333,0,0.333333333333333,2,-1100,4900,3800,0,2200,2200,0,5500,5500,700,1600,2300,0,1200,1200,0,3600,3600,0,2700,2700,500,1000,1500,0,1600,1600,0,1400,1400,0,2700,2700,500,1000,1500,0,2200,2200,0,1600,1600,0,1200,1200,700,1600,2300,0,3600,3600,0,5500,5500,0,1400,1400,-1100,4900,3800,2570,2580,10,1,1,2,2,2,2,1.66666666666667,21
"135",162,1986,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderately","No","Strongly Disagree","Somewhat Agree","Somewhat Disagree","Neither Agree nor Disagree","Strongly Agree","Somewhat Disagree","Strongly Disagree","No","Graduate degree","Female",6,"False",-1,500,7,"False",-1,300,1,"False",-1,1100,3,"False",-1,200,4,"False",-1,1300,10,"False",-1,700,9,"False",-1,800,2,"False",-1,900,5,"False",-1,1200,8,"False",-1,800,"More than $150,000","Not at all","Not at all","Somewhat","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Slightly","Moderate","No","Mean","5ec6d423fc10270f0bbbc90e","Caucasian","605ab834c6c3a48a74a5d326","605990fadf3c32e5e48028c8","{'attCheckEnd': 226900, 'consentEnd': 13682, 'demographicsEnd': 296371, 'introEnd': 44400, 'study0End': 169007, 'study1End': 185758, 'study2End': 204063, 'studyEnd': 217087}","post",226900,13682,296371,44400,169007,185758,204063,217087,"","Median",0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0.5,2,0,500,500,0,300,300,0,1100,1100,0,200,200,0,1300,1300,0,700,700,0,800,800,0,900,900,0,1200,1200,0,800,800,0,800,800,0,700,700,0,200,200,0,1300,1300,0,1200,1200,0,500,500,0,1100,1100,0,800,800,0,300,300,0,900,900,780,780,0,3,1,2,4,1,0,1.83333333333333,35
"136",164,1997,"Slightly","Somewhat","Somewhat","Moderately","Not at all","Somewhat","Extremely","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Neither Agree nor Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","No","High school or lower","Male",1,"True",1000,500,9,"False",1000,500,8,"False",1000,400,4,"False",1000,400,10,"False",1000,500,5,"False",1000,700,3,"False",1000,600,2,"False",1000,600,6,"False",1000,500,7,"False",1000,400,"Less than $20,000","Moderately","Somewhat","Extremely","Somewhat","Moderately","Somewhat","Not at all","Not at all","Not at all","Slightly","Not at all","Not at all","Moderately","Moderate","No","Min","5ed427e3bcd0c00b58a177c0","African American","605ab864e4fbc7060d2b90c6","605990fadf3c32e5e48028c8","{'attCheckEnd': 355491, 'consentEnd': 68932, 'demographicsEnd': 395628, 'introEnd': 103156, 'study0End': 286996, 'study1End': 305796, 'study2End': 330884, 'studyEnd': 343195}","post",355491,68932,395628,103156,286996,305796,330884,343195,"I think that the images drawn with the AI program is very good.","Min",1,2,2,3,0,2,4,0,0,0,1,0,0,3,3,2,4,2,3,2,1.66666666666667,0.166666666666667,2.66666666666667,3.5,-500,1000,500,0,500,500,0,400,400,0,400,400,0,500,500,0,700,700,0,600,600,0,600,600,0,500,500,0,400,400,0,400,400,0,500,500,0,600,600,0,400,400,0,700,700,0,500,500,-500,1000,500,0,500,500,0,400,400,0,600,600,560,510,-50,0,0,2,0,0,0,0.333333333333333,24
"137",165,1985,"Not at all","Not at all","Extremely","Extremely","Not at all","Not at all","Extremely","No","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Yes","Bachelor's degree or lower","Male",4,"False",-1,100,1,"False",-1,100,7,"False",-1,0,8,"False",-1,100,2,"False",-1,0,6,"False",-1,100,10,"False",-1,100,9,"False",-1,100,3,"False",-1,0,5,"False",-1,100,"$40,000-$59,999","Not at all","Not at all","Extremely","Not at all","Extremely","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Conservative","No","Mean","5ed478fa7d20a043b7c3be83","Caucasian","6059bbd25f0e618b07c89d20","605990fadf3c32e5e48028c8","{'attCheckEnd': 517726, 'consentEnd': 168027, 'demographicsEnd': 550772, 'introEnd': 181072, 'study0End': 376282, 'study1End': 391119, 'study2End': 486257, 'studyEnd': 507938}","post",517726,168027,550772,181072,376282,391119,486257,507938,"","Median",0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,1.33333333333333,0,1.33333333333333,2,0,100,100,0,100,100,0,0,0,0,100,100,0,0,0,0,100,100,0,100,100,0,100,100,0,0,0,0,100,100,0,100,100,0,100,100,0,0,0,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,0,0,0,0,0,70,70,0,0,0,0,4,0,4,1.33333333333333,36
"138",167,1998,"Slightly","Somewhat","Somewhat","Moderately","Somewhat","Somewhat","Slightly","No","Strongly Disagree","Somewhat Disagree","Somewhat Disagree","Somewhat Disagree","Neither Agree nor Disagree","Strongly Disagree","Somewhat Disagree","No","Some college","Female",4,"False",-1,2000,1,"False",-1,800,2,"False",-1,1200,5,"False",-1,600,3,"False",-1,500,10,"True",200,600,9,"False",200,500,6,"False",200,600,7,"False",200,200,8,"False",200,700,"Less than $20,000","Not at all","Not at all","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Min","5edbc7af4c8967866fb2a352","Asian","605ab7843e44a4b262f513fe","605990fadf3c32e5e48028c8","{'attCheckEnd': 243937, 'consentEnd': 2999, 'demographicsEnd': 280068, 'introEnd': 17178, 'study0End': 197803, 'study1End': 211421, 'study2End': 226254, 'studyEnd': 237288}","post",243937,2999,280068,17178,197803,211421,226254,237288,"","Min",1,2,2,3,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0.333333333333333,0.5,0,2000,2000,0,800,800,0,1200,1200,0,600,600,0,500,500,400,200,600,0,500,500,0,600,600,0,200,200,0,700,700,0,700,700,400,200,600,0,500,500,0,2000,2000,0,600,600,0,600,600,0,800,800,0,500,500,0,200,200,0,1200,1200,730,770,40,1,1,1,2,0,1,1,23
"139",168,1982,"Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","No","Strongly Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","No","Graduate degree","Male",9,"True",2400,5000,8,"True",6700,5500,7,"True",2200,6100,5,"False",2200,3500,10,"False",2200,3800,6,"False",2200,3100,2,"False",2200,2500,4,"False",2200,3300,1,"False",2200,2300,3,"False",2200,2500,"$100,000-$150,000","Somewhat","Moderately","Somewhat","Somewhat","Moderately","Somewhat","Somewhat","Not at all","Not at all","Somewhat","Not at all","Not at all","Not at all","Conservative","No","Max","5edd5722d3e5b5a717e1b4a2","Hispanic","605ab8bbc6cca9f36fe29480","605990fadf3c32e5e48028c8","{'attCheckEnd': 543563, 'consentEnd': 358049, 'demographicsEnd': 585370, 'introEnd': 377548, 'study0End': 461272, 'study1End': 479426, 'study2End': 490795, 'studyEnd': 508197}","post",543563,358049,585370,377548,461272,479426,490795,508197,"They look very detail","Max",2,2,2,2,2,2,2,2,0,0,2,0,0,0,2,3,2,2,3,2,2,0.666666666666667,2.33333333333333,1,2600,2400,5000,-1200,6700,5500,3900,2200,6100,0,3500,3500,0,3800,3800,0,3100,3100,0,2500,2500,0,3300,3300,0,2300,2300,0,2500,2500,-1200,6700,5500,0,3800,3800,0,2500,2500,0,3300,3300,0,3500,3500,0,3100,3100,0,2300,2300,2600,2400,5000,3900,2200,6100,0,2500,2500,3230,3760,530,2,2,2,2,2,2,2,39
"140",169,1995,"Moderately","Extremely","Moderately","Extremely","Slightly","Moderately","Moderately","Yes","Strongly Agree","Strongly Disagree","Strongly Disagree","Somewhat Agree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Yes","Bachelor's degree or lower","Male",5,"True",2500,3400,6,"False",2500,2800,1,"False",2500,4700,10,"False",2500,1800,9,"True",3000,1800,7,"False",3000,400,4,"True",3200,2500,3,"False",3200,2800,2,"False",3200,1900,8,"False",3200,3300,"$40,000-$59,999","Extremely","Extremely","Extremely","Extremely","Somewhat","Extremely","Slightly","Somewhat","Somewhat","Slightly","Somewhat","Slightly","Moderately","Somewhat liberal","No","Mean","5edf70c1da604523e64ccfee","Caucasian","6059bd59372f41926e431a65","605990fadf3c32e5e48028c8","{'attCheckEnd': 334708, 'consentEnd': 10120, 'demographicsEnd': 406205, 'introEnd': 20591, 'study0End': 48727, 'study1End': 67214, 'study2End': 96071, 'studyEnd': 320459}","pre",334708,10120,406205,20591,48727,67214,96071,320459,"These AI images remind me of a mixture of Baroque style portraits (as if painted by Rembardt) and impressionist landscape paintings (as if painted by Monet).","Pre",3,4,3,4,1,3,3,1,2,2,1,2,1,3,4,4,4,4,2,4,3,1.5,3.66666666666667,3,900,2500,3400,0,2800,2800,0,4700,4700,0,1800,1800,-1200,3000,1800,0,400,400,-700,3200,2500,0,2800,2800,0,1900,1900,0,3300,3300,0,3300,3300,0,1800,1800,0,2800,2800,-700,3200,2500,900,2500,3400,0,2800,2800,0,4700,4700,-1200,3000,1800,0,400,400,0,1900,1900,2640,2540,-100,0,0,3,0,0,1,0.666666666666667,26
"141",170,1995,"Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Moderately","No","Strongly Disagree","Strongly Disagree","Somewhat Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Yes","Bachelor's degree or lower","Male",5,"False",-1,1000,6,"False",-1,1000,9,"False",-1,1000,7,"False",-1,1000,10,"False",-1,1000,2,"False",-1,1000,4,"False",-1,500,8,"False",-1,1000,1,"False",-1,1000,3,"False",-1,500,"$60,000-$79,999","Not at all","Not at all","Moderately","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Liberal","No","Min","5ee517175fd9cf23b3b7b7ec","Caucasian","605a972ddb81ef06713c22b7","605990fadf3c32e5e48028c8","{'attCheckEnd': 223663, 'consentEnd': 1945, 'demographicsEnd': 282510, 'introEnd': 46698, 'study0End': 171109, 'study1End': 183195, 'study2End': 201433, 'studyEnd': 216145}","post",223663,1945,282510,46698,171109,183195,201433,216145,"","Min",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.5,1.5,0,1000,1000,0,1000,1000,0,1000,1000,0,1000,1000,0,1000,1000,0,1000,1000,0,500,500,0,1000,1000,0,1000,1000,0,500,500,0,1000,1000,0,1000,1000,0,500,500,0,500,500,0,1000,1000,0,1000,1000,0,1000,1000,0,1000,1000,0,1000,1000,0,1000,1000,900,900,0,0,1,0,0,0,0,0.166666666666667,26
"142",171,1989,"Slightly","Slightly","Somewhat","Moderately","Not at all","Slightly","Somewhat","Yes","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Somewhat Disagree","No","Some college","Male",9,"False",-1,100,5,"False",-1,100,1,"False",-1,500,6,"False",-1,100,10,"False",-1,100,2,"False",-1,1000,3,"False",-1,500,4,"False",-1,100,7,"False",-1,100,8,"False",-1,500,"$20,000-$39,999","Not at all","Not at all","Somewhat","Somewhat","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Not at all","Somewhat liberal","No","Mean","5ee5e3b02eebe932ee9559c5","Caucasian","605a98548f922b466fd69ac5","605990fadf3c32e5e48028c8","{'attCheckEnd': 233278, 'consentEnd': 7514, 'demographicsEnd': 296066, 'introEnd': 39036, 'study0End': 73270, 'study1End': 90923, 'study2End': 109640, 'studyEnd': 220865}","pre",233278,7514,296066,39036,73270,90923,109640,220865,"I didn't like the portraits, but the landscape/romantic paintings looked pleasant.","Pre",1,1,2,3,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1.33333333333333,0,0.666666666666667,1,0,100,100,0,100,100,0,500,500,0,100,100,0,100,100,0,1000,1000,0,500,500,0,100,100,0,100,100,0,500,500,0,500,500,0,100,100,0,500,500,0,100,100,0,100,100,0,100,100,0,500,500,0,100,100,0,100,100,0,1000,1000,310,310,0,0,0,0,0,0,1,0.166666666666667,32
"143",172,1994,"Slightly","Not at all","Slightly","Somewhat","Moderately","Slightly","Moderately","No","Strongly Disagree","Somewhat Agree","Neither Agree nor Disagree","Somewhat Agree","Somewhat Agree","Somewhat Disagree","Somewhat Disagree","No","Bachelor's degree or lower","Female",6,"False",-1,2600,8,"False",-1,1400,9,"True",2500,1800,3,"False",2500,2400,2,"True",1000,1300,7,"True",600,1000,5,"True",2500,2000,4,"True",3500,2100,10,"False",3500,1800,1,"False",3500,3100,"Less than $20,000","Not at all","Slightly","Moderately","Moderately","Slightly","Moderately","Not at all","Slightly","Not at all","Not at all","Not at all","Not at all","Slightly","Somewhat liberal","No","Mean","5ee8200262b1cc12348550e3","Asian","605ab85486afacd6e619fcdb","605990fadf3c32e5e48028c8","{'attCheckEnd': 1313253, 'consentEnd': 8184, 'demographicsEnd': 1518093, 'introEnd': 177890, 'study0End': 704173, 'study1End': 1139381, 'study2End': 1167036, 'studyEnd': 1307457}","post",1313253,8184,1518093,177890,704173,1139381,1167036,1307457,"","Median",1,0,1,2,3,1,3,0,1,0,0,0,0,1,0,1,3,3,1,3,1.33333333333333,0.166666666666667,1.83333333333333,2,0,2600,2600,0,1400,1400,-700,2500,1800,0,2400,2400,300,1000,1300,400,600,1000,-500,2500,2000,-1400,3500,2100,0,1800,1800,0,3100,3100,0,1400,1400,0,1800,1800,0,2400,2400,-1400,3500,2100,-500,2500,2000,0,2600,2600,0,3100,3100,-700,2500,1800,400,600,1000,300,1000,1300,2140,1950,-190,3,2,3,3,1,1,2.16666666666667,27
